Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,A_CascadeState,A_HasSTI,A_Risk,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader,B_CascadeState,B_HasSTI,B_Risk
25,1490.42,2065.78,1,1,1,36,0,0,36.3307,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,40,0,1,31.1956,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
26,1551.25,2273.34,1,1,1,46,0,0,40.7908,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,14,0,1,35.8523,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
27,1581.67,11722.3,2,1,1,57,0,0,19.7773,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,31,0,1,16.3349,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
28,1764.17,1774.64,0,1,1,9,0,0,19.5295,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,7,0,1,16.098,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
29,1764.17,1896.28,0,1,1,58,0,0,19.9958,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,97,0,1,19.232,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
30,1825,1984.31,1,1,1,36,0,0,37.2474,2,0,2,0,0,3,1,10,0,0,0,None,NO,MEDIUM,6,0,1,25.5296,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
31,1825,2943.53,1,1,1,46,0,0,41.5408,2,0,2,0,0,3,1,10,0,0,0,None,NO,MEDIUM,61,0,1,48.4892,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
32,1855.42,2357.26,1,1,1,71,0,0,32.0677,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM,85,0,1,22.5437,1,0,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
33,1885.83,7686.18,2,1,1,9,0,0,19.8628,1,0,0,1,0,2,2,10,0,0,0,None,NO,MEDIUM,92,0,1,17.1102,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
34,1916.25,3649.5,1,1,1,2,0,0,28.9246,1,0,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM,85,0,1,22.7104,2,0,2,0,0,4,2,10,0,0,0,None,NO,MEDIUM
35,2129.17,4646.71,2,1,1,16,0,0,19.099,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,7,0,1,17.098,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM
36,2159.58,2200.26,1,1,1,36,0,0,38.1641,1,0,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM,20,0,1,17.1463,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
37,2159.58,4115.25,2,1,1,91,0,0,20.6321,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,20,0,1,17.1463,2,0,1,1,0,2,2,10,0,0,0,None,NO,MEDIUM
38,2281.25,6339.6,2,1,1,71,0,0,33.2343,2,0,1,1,0,2,1,10,0,0,0,None,NO,MEDIUM,97,0,1,20.6487,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM
39,2463.75,4624.85,1,1,1,29,0,0,32.5452,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM,78,0,1,26.3096,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
40,2646.25,6779.45,2,1,1,58,0,0,22.4125,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,82,0,1,15.8808,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
41,2676.67,4014.51,2,1,1,11,0,0,18.0871,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,42,0,1,15.4929,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
42,2859.17,3272.85,0,1,1,79,0,0,35.0168,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM,78,0,1,27.3929,2,1,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
43,2889.58,5066.05,1,1,1,34,0,0,39.9563,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM,69,0,1,34.8247,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
44,2950.42,4304.14,2,1,1,21,0,0,43.9434,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM,18,0,1,41.7381,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
45,2980.83,6550.04,2,1,1,99,0,0,19.9804,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,90,0,1,16.5938,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
46,3011.25,3019.57,0,1,1,59,0,0,36.225,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM,85,0,1,25.7104,2,1,1,0,0,5,1,10,0,0,0,None,NO,MEDIUM
47,3041.67,3106.85,0,1,1,2,0,0,32.008,2,1,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM,17,0,1,27.1888,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
48,3041.67,3174.41,0,1,1,47,0,0,24.7857,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM,6,0,1,28.863,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
49,3224.17,4026.85,2,1,1,46,0,0,45.3741,1,0,0,1,0,4,1,10,0,0,0,None,NO,MEDIUM,63,0,1,39.4091,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
50,3345.84,3974.26,0,1,1,29,0,0,34.9619,2,1,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,85,0,1,26.6271,2,1,1,0,0,6,1,10,0,0,0,None,NO,MEDIUM
51,3406.67,3647.09,0,1,1,48,0,0,16.9486,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,5,0,1,15.0581,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
52,3528.34,8108.12,2,1,1,79,0,0,36.8502,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM,56,0,1,38.5844,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
53,4045.42,5165.48,1,1,1,71,0,0,38.0677,2,0,1,1,0,3,1,10,0,0,0,None,NO,MEDIUM,5,0,1,16.8081,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
54,4106.25,4235.02,0,1,1,95,0,0,35.6281,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM,78,0,1,30.8096,2,1,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM
55,4167.09,4366.52,0,1,1,47,0,0,27.869,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM,20,0,1,22.6462,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM
56,4410.42,4423.73,0,1,1,91,0,0,26.7988,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM,20,0,1,23.3129,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM
57,4440.84,4559.94,1,1,1,41,0,0,37.9131,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM,85,0,1,29.6271,1,0,1,0,0,7,1,10,0,0,0,None,NO,MEDIUM
58,4471.25,4706.12,0,1,1,2,0,0,35.9247,1,1,0,0,0,5,1,10,0,0,0,None,NO,MEDIUM,78,0,1,31.8096,2,1,1,0,0,5,1,10,0,0,0,None,NO,MEDIUM
59,4471.25,4785.45,0,1,1,37,0,0,20.0995,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,5,0,1,17.9747,2,1,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
60,4501.67,5859.37,2,1,1,49,0,0,24.6376,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,30,0,1,15.4656,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
61,4745,5315.36,0,1,1,51,0,0,18.0797,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,55,0,1,17.7724,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
62,4745,5150.72,1,1,1,21,0,0,48.86,1,0,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM,53,0,1,46.9333,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
63,4775.42,7660.32,2,1,1,46,0,0,49.624,1,0,0,1,0,5,1,10,0,0,0,None,NO,MEDIUM,61,0,1,56.5723,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
64,4836.25,7408.04,2,1,1,21,0,0,49.1099,2,0,1,1,0,5,2,10,0,0,0,None,NO,MEDIUM,81,0,1,59.2272,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
65,4897.08,5580.06,2,1,1,43,0,0,22.1189,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,27,0,1,16.0399,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
66,4957.92,5583.56,0,1,1,24,0,0,17.3625,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,75,0,1,18.4924,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
67,5110,6267.31,1,1,1,34,0,0,46.0397,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,30,0,1,17.1323,2,0,1,1,0,2,1,10,0,0,0,None,NO,MEDIUM
68,5110,9922.08,2,1,1,11,0,0,24.7538,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,20,0,1,25.2296,1,0,0,1,0,5,1,10,0,0,0,None,NO,MEDIUM
69,5110,9015.85,2,1,1,28,0,0,18.4328,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,73,0,1,16.0619,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
70,5170.83,5269.66,0,1,1,59,0,0,42.1417,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM,78,0,1,33.7263,1,1,0,0,0,6,1,10,0,0,0,None,NO,MEDIUM
71,5231.67,5462.42,0,1,1,101,0,0,21.0208,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,8,0,1,16.5277,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
72,5566.25,5763.25,0,1,1,38,0,0,16.2684,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,55,0,1,20.0224,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
73,5627.08,6800.74,1,1,1,41,0,0,41.1631,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,69,0,1,42.3248,1,0,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
74,5718.33,6957.47,1,1,1,59,0,0,43.6417,1,0,1,0,0,5,1,10,0,0,0,None,NO,MEDIUM,13,0,1,54.2677,2,0,1,1,0,2,1,10,0,0,0,None,NO,MEDIUM
75,5840,8566.6,2,1,1,51,0,0,21.0797,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,39,0,1,16.18,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
76,5900.83,8101.85,2,1,1,43,0,0,24.8689,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,60,0,1,16.4174,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
77,6022.49,7116.38,2,1,1,76,0,0,45.0558,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,14,0,1,48.1024,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
78,6113.74,6496.37,0,1,1,91,0,0,31.4655,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM,30,0,1,19.8823,2,1,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
79,6174.58,6285.57,1,1,1,11,0,0,27.6705,2,0,1,1,0,3,1,10,0,0,0,None,NO,MEDIUM,60,0,1,17.1674,2,0,1,1,0,2,1,10,0,0,0,None,NO,MEDIUM
80,6174.58,8754.5,1,1,1,15,0,0,46.9564,1,0,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM,80,0,1,65.2863,2,0,1,1,0,2,1,10,0,0,0,None,NO,MEDIUM
81,6204.99,10597.1,2,1,1,38,0,0,18.0184,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,8,0,1,19.1943,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
82,6235.41,8543.56,2,1,1,45,0,0,18.023,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,94,0,1,17.6941,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
83,6296.24,13588.7,2,1,1,26,0,0,24.2966,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,75,0,1,22.159,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
84,6326.66,12364.8,2,1,1,19,0,0,66.0845,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,96,0,1,69.2757,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
85,6417.91,8541.59,2,1,1,49,0,0,29.8876,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,33,0,1,19.8639,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
86,6478.74,6973.41,1,1,1,84,0,0,35.6824,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,78,0,1,37.3097,1,0,1,0,0,7,1,10,0,0,0,None,NO,MEDIUM
87,6478.74,6582.42,1,1,1,84,0,0,35.6824,2,0,2,0,0,3,2,10,0,0,0,None,NO,MEDIUM,63,0,1,48.3257,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
88,6509.16,11815.6,2,1,1,24,0,0,21.6125,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,77,0,1,20.0879,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
89,6539.57,7625.28,2,1,1,87,0,0,19.9191,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,52,0,1,18.5193,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
90,6569.99,9985.71,2,1,1,35,0,0,21.1228,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,122,0,1,14.3333,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
91,6569.99,10761,2,1,1,59,0,0,45.9751,2,0,1,1,0,6,1,10,0,0,0,None,NO,MEDIUM,85,0,1,35.4605,1,0,0,1,0,8,1,10,0,0,0,None,NO,MEDIUM
92,6569.99,8974.71,2,1,1,71,0,0,44.9845,1,0,0,1,0,4,1,10,0,0,0,None,NO,MEDIUM,12,0,1,45.0159,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
93,6600.41,7116.24,0,1,1,104,0,0,17.8333,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,107,0,1,17.0833,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
94,6752.49,8331.88,1,1,1,91,0,0,33.2155,1,0,1,0,0,5,1,10,0,0,0,None,NO,MEDIUM,55,0,1,23.2724,1,0,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM
95,6752.49,7135.67,1,1,1,16,0,0,31.7657,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,90,0,1,26.9272,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
96,6782.91,7543.6,1,1,1,101,0,0,25.2708,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM,30,0,1,21.7156,1,0,1,0,0,4,1,10,0,0,0,None,NO,MEDIUM
97,6813.32,7239.36,1,1,1,16,0,0,31.9324,2,0,2,0,0,3,2,10,0,0,0,None,NO,MEDIUM,30,0,1,21.7989,2,0,2,0,0,5,2,10,0,0,0,None,NO,MEDIUM
98,6934.99,7009.3,0,1,1,86,0,0,23.1474,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,27,0,1,21.6232,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
99,6934.99,8661.68,2,1,1,109,0,0,17.75,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,122,0,1,15.3333,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
100,6965.41,11605.9,2,1,1,46,0,0,55.6239,1,0,0,1,0,6,1,10,0,0,0,None,NO,MEDIUM,65,0,1,51.4836,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM
101,6995.82,7183.65,0,1,1,48,0,0,26.782,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM,5,0,1,24.8914,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM
102,7056.66,9378.02,2,1,1,86,0,0,23.4807,1,0,0,1,0,2,2,10,0,0,0,None,NO,MEDIUM,100,0,1,20.1128,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
103,7239.15,7762.53,2,1,1,106,0,0,18.8333,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,105,0,1,19.0833,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
104,7299.99,10648,2,1,1,104,0,0,19.75,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,117,0,1,17.3333,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
105,7299.99,7610.78,2,1,1,48,0,0,27.6153,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM,30,0,1,23.1323,2,0,1,1,0,6,1,10,0,0,0,None,NO,MEDIUM
106,7512.9,8567.45,2,1,1,64,0,0,21.419,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,123,0,1,16.9166,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
107,7604.15,8703.72,2,1,1,101,0,0,27.5208,1,0,0,1,0,3,1,10,0,0,0,None,NO,MEDIUM,54,0,1,36.2737,1,0,0,1,0,4,1,10,0,0,0,None,NO,MEDIUM
108,7725.82,8089.56,0,1,1,37,0,0,29.0162,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM,30,0,1,24.2989,1,1,0,0,0,7,1,10,0,0,0,None,NO,MEDIUM
109,7877.9,10487,2,1,1,130,0,0,16.9166,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,124,0,1,17.75,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
110,7908.32,8112.67,1,1,1,58,0,0,36.8293,1,0,1,0,0,3,1,10,0,0,0,None,NO,MEDIUM,82,0,1,30.2975,1,0,1,0,0,2,1,10,0,0,0,None,NO,MEDIUM
111,7908.32,9404.21,2,1,1,115,0,0,19.1666,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM,141,0,1,16,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
112,7938.73,7994.43,0,1,1,95,0,0,46.1282,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM,90,0,1,30.1772,1,1,0,0,0,3,1,10,0,0,0,None,NO,MEDIUM
113,7969.15,8866.15,0,1,1,113,0,0,20.0833,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,110,0,1,20.5,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
114,7969.15,8195.63,2,1,1,106,0,0,20.8333,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,137,0,1,16.5833,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
115,8029.98,9401.69,2,1,1,87,0,0,24.0024,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,120,0,1,19,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
116,8151.65,9197.63,0,1,1,47,0,0,38.7858,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM,90,0,1,30.7605,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM
117,8151.65,8164.68,0,1,1,125,0,0,18.25,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,107,0,1,21.3333,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
118,8486.24,9630.51,2,1,1,125,0,0,19.1666,1,0,0,1,0,2,1,10,0,0,0,None,NO,MEDIUM,139,0,1,17.6666,1,0,0,1,0,1,1,10,0,0,0,None,NO,MEDIUM
119,8547.07,9362.44,0,1,1,134,0,0,18.4166,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM,140,0,1,17.8333,1,1,0,0,0,1,1,10,0,0,0,None,NO,MEDIUM
120,8577.49,8713.29,0,1,1,16,0,0,36.7658,1,1,0,0,0,4,1,10,0,0,0,None,NO,MEDIUM,33,0,1,25.7806,1,1,0,0,0,2,1,10,0,0,0,None,NO,MEDIUM
121,8638.32,9222.52,1,1,1,144,0,0,17.3333,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM,132,0,1,18.9166,1,0,1,0,0,1,1,10,0,0,0,None,NO,MEDIUM
